주소,24시간 거래량($),초기 유동성($),성장률(x),시가총액($),유명 지갑 수,생성일
Bi2c6t1uBwtcCKVHpTBqGea1uYPo5QjKfEi9gptopump,247162.20,72396.47,3.41,415507.53,0,2025-01-15
BxYz1YGrjXD26BzujeGeTDX72WzMY1cLebnto97Upump,49690.55,6488.03,7.66,3350.67,0,2025-01-15
83DFbADqyskCHsXZCuE2EUA2EHKfBL21iUXdKqkPpump,107288.77,7164.45,14.98,4077.20,0,2025-01-15
ByqhxpwKzawQg7jatzSvJk52PaXAFbipeA1joQfLpump,486701.66,12340.12,39.44,11906.36,0,2025-01-15
9AG7SFHgRxGDu8USpmx2JzUCmAzwiaLVSVvKuaQHpump,155221.42,6958.69,22.31,3819.44,0,2025-01-15
HgWRFpzNhg7hDinEKJiwh7EXVtNs1YKpCEAVd2TZpump,257872.18,6962.92,37.04,3787.78,0,2025-01-15
Dmqgod6fzreHoyPcNcL24zHz5BAN33hEnSPT5jxEpump,849185.04,6919.32,122.73,3668.85,0,2025-01-15
E2rdZQodQmArc1SmdVuQHisPbJfPipc49GpigNGopump,1350077.40,10033.16,134.56,7308.18,0,2025-01-15
CJNHDRzuJc1aa3CzDwCHj9QFTfBzADYkRQ5qwmdnpump,321993.77,19129.25,16.83,28259.48,0,2025-01-15
8aQDPyVbVAhC1xmmFSkthCPCpfeuEdXMAMeWkjGcpump,899029.37,20843.07,43.13,31841.17,0,2025-01-15
2DVXc2KiYcBd5nizJ2ETghdhQqojojbU9c2URZ2xpump,72251.68,23917.61,3.02,45909.96,0,2025-01-15
qmWEY8YxfbzZrSqUCcytkAUzbYLoJxZKwynbmsGpump,2518115.88,7539.10,334.01,3919.62,0,2025-01-15
AfLB1Jxx1aNjFvrsrSwK9d5XK7RnAuqBLum5tiijP59B,42655.04,9576.86,4.45,7365.61,0,2025-01-15
BGXN5kBW4jcRNzMXaQJDAVYQQ3FAG2gJhPaRzFYSpump,390650.26,8011.09,48.76,4902.79,0,2025-01-15
ACubZ8XDRWFGRLtastX4upwhEPNFRP4C7jv5QFCgpump,497369.94,8044.65,61.83,4845.84,0,2025-01-15
9tipd5U468N8EDdMhyj1scNSXHta81ZTD6HS2CNdpump,140357.51,8989.57,15.61,6415.59,0,2025-01-15
JCM5HXHQsz3NkywCWL8dktKq4Phjp1UuwByvnPHbpump,63568.93,7099.42,8.95,4026.84,0,2025-01-15
CbBV41BpDbCJgcDwd9Dk26a5uNgxAEpNrHTTkSs2pump,3955494.56,9177.20,431.01,6434.33,0,2025-01-15
BTNQ3eag6T1kyPDXjeG1uF1ztYzrDuraGke3isVFpump,419829.88,7676.15,54.69,4460.92,0,2025-01-15
ADshUaFXDT3mRHst7WBJ4ZPi3QdpnFJmrvF1Pom8pump,58821.62,6437.96,9.14,3318.13,0,2025-01-15
ABNdDpFpDtrNNiAEXaPRvBLN9kymQMEmc31Qoaqppump,558465.21,8166.38,68.39,4900.84,0,2025-01-15
GN893GaFzcoZi1orQtsEeDVmUhMYo6nkj47bFkPNMoyQ,35494.13,6463.17,5.49,3346.09,0,2025-01-15
8Gsb2FU71rThvLaEhwtQvRUyNGaNm7yvAjLTqgB5pump,84189.18,6607.42,12.74,3506.00,0,2025-01-15
2B8b7oBGLXGqPZZoFCfTMS7hj2cTyKjWZUigUm2ypump,179869.05,9419.77,19.09,6902.05,0,2025-01-15
6eBr8ZVwGfgNTXbK2WXRbdSiqYjmB1Kv2ZrerT93pump,83373.71,22769.26,3.66,41702.08,0,2025-01-15
3jmoatwTczNs98u11fNQd3aMfLK9ghmXsMAdQajjpump,43753.61,9648.80,4.53,7461.41,0,2025-01-15
GdnrwcRsXnyyY8crA7RC2vwJ5zHz3bnsEtMmHdappump,111461.54,6679.01,16.69,3534.42,0,2025-01-15
3u3ZSBLd1pnFjSQxZ8NcMGr2grMiRPsTegKbg6Qspump,232394.07,6940.13,33.49,3686.95,0,2025-01-15
61KcRNzHdyGBht8u2fqNHUpB1M6Mg5tt11TdwL7apump,1571628.06,8328.38,188.71,4809.14,0,2025-01-15
Azd8scffuideGoxXaGbhmsXgBcvhtnJF9PQGQUfVpump,344297.93,16013.42,21.50,20099.17,0,2025-01-15
46mnV14iSJAvueDFTJVSD7QW5zC6Nx8i3d73uYbapump,138488.75,6473.74,21.39,3346.13,0,2025-01-15
E6pV2pq7KaS1zovsTcsqiho2bpAwxt3GEpST5GQhpump,348074.74,14060.69,24.76,15237.14,0,2025-01-15
BHXnaccTish3YX2ySiFggvX4HtA99h4AztAmJKYhpump,48067.85,6705.75,7.17,3655.84,0,2025-01-15
2umxanfwFRXJbzbTiyJM3h63r55uJLgNfFevcK2DQRn5,228985.42,7934.65,28.86,4878.20,0,2025-01-15
9huAp2d5u1eAMaL4QHhR6UC6NfRxUTaj4qDcdsunpump,73238.38,6532.70,11.21,3406.82,0,2025-01-15
CoDGKiDUgJHZYTsp4sgsrvN3K4V5LPPx2vWTT4uNpump,94840.99,7001.45,13.55,3910.68,0,2025-01-15
DR8emDFHbVYVVjQ7kQHK6Yh2WuYartM7vXHd1a9Upump,129023.19,6646.16,19.41,3511.63,0,2025-01-15
QHLeVYqLis2God4CEr3Smok9yk9YHViNk7ga6PUpump,146006.79,6938.62,21.04,3795.32,0,2025-01-15
6R1ZV7yCV9yQkBZmsoWt5efKJqLvpwUDCGqsxpidpump,143518.09,6750.07,21.26,3576.69,0,2025-01-15
3vvwvUXwqEwjALnRm6jd4LTgxwtBghY9qisR7DWzpump,170542.15,7055.25,24.17,3879.79,0,2025-01-15
84n29h6iiFGTDk11rHYJM9Nc5DTEPviVxXGbRzREpump,238387.89,6979.44,34.16,3800.41,0,2025-01-15
5rRY8ZtexiFeGNaRgRjL3LjXbXH8245PMKaR1ChZpump,155853.84,7032.01,22.16,3865.98,0,2025-01-15
A3NjpxYG35PgD4rzvGDm7sZuWXmghPBYqVADPmL8pump,111244.85,12966.64,8.58,13371.76,0,2025-01-15
DP4g95xQNFNKZ7TtinqbVLuaFNzpwa7Fa99sy4YVpump,2190167.21,6839.17,320.24,3491.69,0,2025-01-15
7jCwgyYmC2MDFP2H3GUe4S6TUihLjazBxfxk8suEpump,54693.08,6582.68,8.31,3489.57,0,2025-01-15
9ZPXqfEqPacSc8Vs6Q3KrpfWsVBd121gtTJ9p34ypump,43614.55,6652.03,6.56,3562.28,0,2025-01-15
HX673HqwWptSwz4yvot8mGjxodbe2xg2h3gY31zhpump,140486.12,6906.06,20.34,3801.25,0,2025-01-15
5ERnGAkjdgqh4Kfu9F2EjswYoB8ju8mB5oanVD4wpump,1442256.90,6862.50,210.17,3518.84,0,2025-01-15
2PoMr1UzPEwAcykeuRGtpcjDCjq6G9EDa1UJjG4wpump,167306.36,7533.16,22.21,4439.11,0,2025-01-15
2TBBNm7TwkYTdqtATQsm8G7Qf1xAGqpB3KBRHaUCpump,123090.82,6365.06,19.34,3221.59,0,2025-01-15
EPyATmfAJV7KLpuhh8sxrCB7sEHbbnyhUHMNQWpqpump,270633.70,7233.43,37.41,4046.68,0,2025-01-15
37KvRZdVPEmBMmV4ijCrAauykA8BBF3neqPvQ7G1pump,301993.06,18799.26,16.06,26960.96,0,2025-01-15
3jEXYzoUy5rJZJEfPo1dEZxuNY7VBQHVFw1mRpq7pump,258052.42,7200.04,35.84,4033.37,0,2025-01-15
4GHoXHNcf5L9kMVZU8GbD15FF353Z6HCYv1mXBVPpump,47428.25,6535.11,7.26,3416.97,0,2025-01-15
Bvo7LKvt2EBkYn5JQEctXBqvMTtPCxgdKKF3dbdhpump,376142.78,8919.45,42.17,6066.22,0,2025-01-15
GFs8GMjSGw7wfFL4khdykeai9WvJG9NBEZkaJP9pump,67424.68,16907.94,3.99,22758.70,0,2025-01-15
A3A2WVruW5GfzHoUkxMHLUNv6sh65tEBDZYAQC2ypump,43212.87,6356.11,6.80,3268.64,0,2025-01-15
EUHoZ5SnzgwYgDN8xa9UCfaFDGcJ58RxssaMAQBEpump,286823.17,6864.58,41.78,3714.25,0,2025-01-15
Hwo2E4gwsEHjkNzCCs1BqjYpLvSycFpSqjEkDDYvpump,368668.72,9056.90,40.71,6303.79,0,2025-01-15
CERgcRnuhPURvV9qjLn4RxzYTAtmpH1bVi8CsMg1bN9Y,276206.14,7777.71,35.51,4657.73,0,2025-01-15
2vDeqgEwwEuQwC7a4GXyy5JBCK6Hq4k8dPKhWpsrpump,253300.64,22152.97,11.43,38453.83,0,2025-01-15
2iYGydssXzqj9kkfWUsv53QyjmMA3npUgLDxbAiQpump,127228.09,6825.77,18.64,3688.85,0,2025-01-15
55x6djZoLgCnN1GwJLKnfY8E7VPHBpwBomY7rcVppump,80215.39,6368.48,12.60,3257.39,0,2025-01-15
Cy6io4KZUjhzgwX2VkLFH2Tr7jGhGM95gz8qqNvupump,2758363.73,7606.86,362.62,4041.41,0,2025-01-15
4HGZLwLhmAvwCztGXCuSaXtWaW1iCgUYExsWby86pump,71409.63,6676.25,10.70,3539.60,0,2025-01-15
2teeFWH4ABvCsjuR3rSqR76wTZArZuoEM65wdxEppump,713596.98,6871.06,103.86,3648.71,0,2025-01-15
BFKxkjEQ47di5b7WZ9S9Fvm8kYtpfv8w6dTodpS3pump,130680.81,8387.91,15.58,5536.97,0,2025-01-15
F8pQSLNUvdQXPrYTcvB7AUWpX3w6LStTrVEYFmfhpump,123051.61,6889.17,17.86,3794.81,0,2025-01-15
6GUM35eafaULCzboLtMZZ2MpcFAm1Xq4XQa72BCNpump,242771.10,7274.34,33.37,4181.66,0,2025-01-15
9Xto26g9KHiBPETRSXEqcHDneENu1TLi5HQkfUTdpump,46283.32,6986.36,6.62,3981.54,0,2025-01-15
FftZ9fb4jPUT13TW34Ti3TmQiEgK4K7uSngk2tu6pump,645609.25,7484.04,86.26,4182.44,0,2025-01-15
2K6s5iAWVsK7Vbrnhp1RdPUTtAxev24GfCYkfLV9pump,246671.76,8069.91,30.57,5061.58,0,2025-01-15
4C5bVASjR2ruMoUB217FFbnDDsZFsrXD68T4j9VYpump,673676.91,7069.98,95.29,3776.16,0,2025-01-15
25PTwnxsvf5u98AxeWKvRuBCysgZz1ZJimzK7sXcpump,45960.02,6435.24,7.14,3317.76,0,2025-01-15
ExAvUse4dp9tYpH6XjiKUdVModuLkNufXLRx9skbpump,95072.04,6528.22,14.56,3377.18,0,2025-01-15
DfS6w1BnFeNxrCr7MWhdx3oso2mTDYeQ1dCooBdDpump,269161.78,6767.42,39.77,3415.58,0,2025-01-15
D3zGNvcPFrSbVmSR9gUiPafWwvPNKw11bsv5jRuUpump,1468466.34,14964.09,98.13,14165.87,0,2025-01-15
8gF3v6kLYGa5wwYrWxjA7mCT85jArbmXPipys53vpump,366077.32,6689.30,54.73,3437.74,0,2025-01-15
DwVBL1BWiSGPAxuqsfVsneVLmBtqRrotKbs7v4DKpump,236583.95,6924.07,34.17,3777.26,0,2025-01-15
41ovFJTb7gqxW8LfvJcV2JYAyN6bBox6LDs3QHtJpump,65230.58,6644.20,9.82,3614.07,0,2025-01-15
4ZmAiCXESsDBNqreMVn1oaMHXcaz1NmQ2WxNEiwgpump,66735.84,6428.71,10.38,3312.92,0,2025-01-15
DmjRobL5Xim83Zy2DXkXTsWbpdnx7bVg4qhVuXRRpump,818840.67,19049.12,42.99,27209.53,0,2025-01-15
DX27dfsvJmKdqsdXotYNKn2nAWVf8H3wB5nXVvoMpump,80294.02,6507.98,12.34,3407.05,0,2025-01-15
3VT14gqTM5HY6N49BYxxKMFrBJZQtnFPbCaKsSA4pump,113471.32,6479.73,17.51,3330.44,0,2025-01-14
EAxygiLEadB4VBXrwuPqpPWKtLw9u6p9GnQKr6pgpump,310958.42,7283.76,42.69,4095.87,0,2025-01-14
96TSobNhdYeyuhszRCnUAPUYfP6oYQezckzkZriUpump,102454.33,19496.55,5.25,29537.56,0,2025-01-14
wz4n8XxePno1yqKSBrMJVwMuxKpdcWa34ydgr8tpump,66887.02,27421.86,2.44,60570.27,0,2025-01-14
DBZ2KvdySQdRJNcuVNtPmYLMTqb7YQJWwo1Dctp5pump,119348.29,6581.44,18.13,3439.58,0,2025-01-14
78jNuwrB3dtGR7nHL1dxa13sMKyKGomtP8YPym5tpump,128465.12,6638.66,19.35,3541.18,0,2025-01-14
9EbJs7KsoWqAoUPTtcYf1kVyvydQgoxcvcitSbcUpump,671949.90,53855.43,12.48,176755.31,0,2025-01-14
wF4U16Vw9Z7VLocUXq6RVE3mBXvxTCfZK3qNtf7pump,503141.08,7520.17,66.91,4256.00,0,2025-01-14
EFDV48Z9kEwUzdeodkGrYmwPQFtmAcNH5eorBB44pump,149345.13,6995.60,21.35,3880.66,0,2025-01-14
J1z535MixyWMUncYNjs6s2jvCNKEFsMZamv7awYXpump,308688.69,12368.11,24.96,11816.89,0,2025-01-14
8Y5Biziz3njt9NWc38cJuL76pdfyrvX6SnjtFPeDpump,194745.92,7461.09,26.10,4219.19,0,2025-01-14
13Z95SuSEFoUpsEsVqY5mVh1c4dfFBWNi71kjgKSpump,173283.95,6837.90,25.34,3694.18,0,2025-01-14
3XL8xVhqbR6BJaHgvbTNVCSHdp2BRRJfqmVtYxUUpump,59341.20,6358.15,9.33,3268.13,0,2025-01-14
AzrZKUBy6psfR3peBkW4PW6gDr823TEPcygSDM2npump,5665261.69,38493.91,147.17,81255.87,0,2025-01-14
55jK4qD9HRAu4SASXdfoypowsNLaTvj2jpCmDSobpump,2560610.92,9741.38,262.86,5923.36,0,2025-01-14
Y2FQrbH27EDvcgW39gTGLwJgc3cpBtghN2CDn72pump,106245.29,6393.74,16.62,3264.42,0,2025-01-14
9APx377ZzajWgLr2A6hxRD2KGzJ1uJv8ncw5s6cvzC83,1983379.30,8210.22,241.57,4566.21,0,2025-01-14
9tbJK7vkmXUEMcYmwEXiD8qgYiQ5cZBoNLivpUGxpump,436892.96,7134.73,61.23,3874.24,0,2025-01-14
6YkTjaXBKDwzxTaqEeX4aY9aXkSxesonhir5669vpump,464728.69,8533.56,54.46,5495.87,0,2025-01-14
7o2Gq7Hk3RVDczgMTMyGSKsieaxwzc4mBnzZEBALpump,260056.12,6744.23,38.56,3581.65,0,2025-01-14
8RPEAkgjEwTFMFB8xHdrH1CE6UmqvhrQLrLCL2Afpump,352681.63,7373.99,47.83,4147.11,0,2025-01-14
HhgM1Ey4ZdVhx7U7rAjitQZiQ9DBLfaJsuBnFjVpump,469139.86,8273.77,56.70,4841.36,0,2025-01-14
BNkLxyaWBJGaUhzbMWKW7NCKc7bMPYMtkCwvft2opump,774186.02,7565.23,102.33,4208.27,0,2025-01-14
5MaDAKbL6Lf117UAf4mme2trVXhFokk14EdbWZufpump,83679.89,6561.46,12.75,3420.52,0,2025-01-14
142iuzfSsLDyHBB61GVLF6DBpvufZ3BNU8z9KB7dpump,203705.72,12623.17,16.14,12344.82,0,2025-01-14
5tnMs4GTKMfNstAPpyu1W5ANhcyejZCjZa5hcvMgpump,193569.71,6541.70,29.59,3404.29,0,2025-01-14
6NPu5BbbNxRPFbnAFB5RuQvzLT5gwNF9Ce5CtA7mpump,114859.70,7143.81,16.08,4063.70,0,2025-01-14
Ec3qJC6vHajUAYQQyy5J8WgfG5PsjhycwLgsNC3vpump,307153.95,6560.72,46.82,3381.67,0,2025-01-14
C62QasYqDXPfpCYV7nGBbhzm1jwnF4Y6J1fG9srxpump,503332.74,8410.05,59.85,5182.20,0,2025-01-14
9TLALAsTUXP6GkzUeoheta6m7LrHC8S7D7eKy7PEpump,1565580.40,15572.46,100.54,16330.51,0,2025-01-14
6ebWeQGjNPzMjRkVKgFaYMkamYDfc7TRsouUb7xu99W4,117204.27,7131.07,16.44,4065.07,0,2025-01-14
4fK1edg55YtHJDoEYsuy2bf6BVqvTYovJKDxVVzkLfmU,135919.20,6603.71,20.58,3492.34,0,2025-01-14
